1.62762e-06   -484.545  -19.7231 -0.672886
1.62701e-06   -572.599  -14.0261 0.0391907
1.62738e-06  -654.795 -18.7865 0.218273
1.62749e-06  -708.979 -27.7306 0.591765
1.62708e-06   -760.575  -30.1902 -0.731605
1.6266e-06  -817.501 -52.4165 0.469648
1.62648e-06   -877.324  -54.3345 -0.762673
1.62732e-06  -927.801 -54.2355 0.400598
1.62711e-06  -988.367 -50.2315 0.529106
1.62708e-06   -1046.05  -59.8669 -0.123025
1.62743e-06   -1094.67   -61.034 -0.242286
1.62656e-06  -1129.11 -65.3617 0.543144
1.6262e-06   -1192.59  -44.3631 -0.641896
1.62619e-06  -1235.37  -54.636 0.498322
1.62645e-06   -1270.19  -48.2694 -0.247127
1.62653e-06   -1309.75  -63.8017 -0.694637
1.62624e-06  -1347.05   -60.44 -0.22236
1.62586e-06  -1395.34  -55.402 0.287214
1.62561e-06  -1439.83 -60.0816 0.111346
1.62626e-06   -1462.35  -69.7576 -0.873003
1.6266e-06  -1518.42 -63.4447 0.651026
1.62726e-06  -1543.26 -59.0233 -1.47427
1.62664e-06  -1571.12 -63.1244 0.173886
1.62631e-06   -1623.04  -53.4913 -0.138385
1.62639e-06   -1656.54  -45.3337 -0.303148
1.62688e-06   -1687.91  -34.7178 -0.782472
1.62761e-06   -1711.75  -27.6078 -0.339106
1.62765e-06   -1744.05  -35.4838 -0.732448
1.62787e-06   -1764.6 -45.9158 0.793292
1.62737e-06  -1783.73 -35.6265 -1.08831
1.6283e-06  -1811.57 -43.5004 0.281338
1.62776e-06    -1831.65   -45.1607 -0.0957027
1.62718e-06    -1859.4   -24.571 -0.598706
1.62776e-06   -1878.76  -26.4309 -0.174169
1.62823e-06  -1892.68 -17.5853 0.829764
1.62863e-06  -1906.92 -17.0268 -1.29847
1.62752e-06  -1913.01 -26.2593 0.125143
1.62665e-06  -1933.87 -35.0901 0.159338
1.627e-06   -1950.33  -23.4727 -0.145766
1.62715e-06     -1958 -16.3707 0.213826
1.62786e-06   -1980.55   -25.397 -0.741304
1.62735e-06   -1983.09  -26.8272 -0.597503
1.62739e-06   -1989.55  -18.2356 -0.182182
1.62749e-06   -1988.25  -24.7264 -0.486198
1.62752e-06  -1999.08  -23.334  -1.0401
1.6281e-06   -1993.06  -28.6533 -0.177522
1.628e-06  -1990.31 -26.4757 0.718974
1.62845e-06  -1980.57 -27.4183 -1.07647
1.62776e-06   -1972.69  -29.4659 -0.525346
1.62777e-06  -1980.54 -31.5912  1.11312
1.62745e-06  -1968.12  -30.963 -1.21182
1.62733e-06  -1944.28 -26.1778 0.301266
1.62745e-06  -1933.92 -13.3908 -1.14921
1.62721e-06   -1922.28  -19.5752 -0.347845
1.62713e-06   -1906.83   -20.038 -0.322817
1.62702e-06   -1884.39  -39.2713 -0.159442
1.62729e-06  -1879.83  -31.954 0.435419
1.62773e-06  -1847.65 -21.2182 -1.62205
1.62748e-06  -1834.32 -4.87988 0.382211
1.62777e-06   -1815.07  -5.86265 -0.428518
1.62793e-06   -1809.29   7.48406 -0.425153
1.62722e-06      -1779.96      8.68613 -0.000210912
1.62695e-06   -1735.09  -2.30972 -0.453477
1.62682e-06     -1698.18    -9.22319 -0.00284039
1.6276e-06  -1664.89 -9.00417 -1.07721
1.62722e-06   -1634.06   -2.6047 -0.329376
1.62773e-06    -1603.82   -3.60524 -0.0943346
1.62746e-06    -1585.8   4.84099 -0.584435
1.628e-06    -1556.21   0.894574 -0.0468794
1.62738e-06    -1517.4  -6.60742 -0.150878
1.62686e-06   -1481.96   4.81884 -0.710298
1.62651e-06  -1443.79 0.764565 0.218726
1.62628e-06   -1408.22   2.09389 0.0652033
1.62699e-06   -1367.93   16.2921 -0.839681
1.62774e-06  -1311.81  15.1561 0.051095
1.6271e-06  -1277.42  17.7593 0.832128
1.62713e-06   -1240.2   4.4352 -1.00765
1.62759e-06     -1201.7    14.4458 -0.0898383
1.62771e-06   -1144.3  21.0286 0.413112
1.6278e-06    -1093.8   25.4436 -0.369968
1.62703e-06  -1044.74  17.3142 0.386752
1.6276e-06   -999.753   7.30926 -0.717427
1.62842e-06   -954.026   8.90398 -0.273539
1.62792e-06  -903.235   7.9374  0.32883
1.62806e-06   -845.992   3.85585 -0.359495
1.62743e-06   -769.434   16.2043 -0.090881
1.62747e-06   -709.211   18.5173 -0.532132
1.62676e-06  -650.732  27.3785 0.640749
1.62668e-06   -566.988   24.6197 -0.692407
1.62686e-06   -471.348   24.4906 0.0648821
