0  0  0  1.62878e-06  -501.433  138.609   -0.879
0  0  1  1.6294e-06  -610.334  150.721 0.120195
0  0  2  1.62961e-06   -680.048   162.343 -0.605997
0  0  3  1.6286e-06   -737.153   153.595 -0.145404
0  0  4  1.62734e-06   -804.307   174.196 -0.610396
0  0  5  1.62735e-06  -859.752  159.865 0.739632
0  0  6  1.62767e-06   -923.848   136.793 -0.168595
0  0  7  1.62784e-06  -987.926  125.392 -1.38659
0  0  8  1.6268e-06  -1038.49  126.772   1.3097
0  0  9  1.62711e-06  -1100.88  128.638 -1.18563
0  0  10  1.62688e-06  -1158.98  132.151 0.971907
0  0  11  1.62646e-06  -1221.22  99.1317 -1.41253
0  0  12  1.62689e-06    -1278.2    86.051 -0.931573
0  0  13  1.62648e-06  -1311.08   78.031  1.00962
0  0  14  1.62674e-06   -1357.74   55.2977 -0.210528
0  0  15  1.6266e-06   -1387.8  72.2415 -1.38088
0  0  16  1.62635e-06    -1434.79    73.2614 -0.0437991
0  0  17  1.626e-06  -1488.45  49.2696 0.429528
0  0  18  1.62638e-06   -1539.58    28.857 -0.435671
0  0  19  1.62658e-06   -1570.7  35.1588 -0.39168
0  0  20  1.62803e-06  -1599.87  37.0652 0.540438
0  0  21  1.62682e-06  -1639.56  32.2323 0.141272
0  0  22  1.62675e-06   -1690.74   40.4491 -0.284599
0  0  23  1.62733e-06  -1721.03  8.89767  0.38945
0  0  24  1.62749e-06   -1766.51  -34.0714 -0.620247
0  0  25  1.62725e-06  -1790.11 -30.7405 0.223071
0  0  26  1.62718e-06   -1818.68  -24.5408 -0.714068
0  0  27  1.62695e-06    -1840.53   -1.30267 -0.0157248
0  0  28  1.62583e-06  -1848.26 -6.87115 0.355394
0  0  29  1.62608e-06    -1882.7  -22.5481 -0.621599
0  0  30  1.62641e-06   -1907.81  -61.8734 -0.192446
0  0  31  1.62805e-06   -1922.67  -57.2916 -0.174015
0  0  32  1.62738e-06   -1936.93  -60.3312 -0.321007
0  0  33  1.62737e-06   -1953.41  -67.6485 -0.660447
0  0  34  1.62663e-06  -1980.12 -57.7487  0.67644
0  0  35  1.62722e-06   -1993.56  -81.5925 -0.135028
0  0  36  1.62724e-06   -1989.43  -96.5122 -0.610738
0  0  37  1.62762e-06  -2004.57 -89.4867 0.327763
0  0  38  1.62682e-06  -2013.21 -85.1907 -1.80143
0  0  39  1.62652e-06   -2012.4 -80.7487 0.499922
0  0  40  1.6263e-06   -2015.49  -95.4066 -0.193172
0  0  41  1.62637e-06   -2032.74  -120.669 -0.459858
0  0  42  1.6257e-06   -2032.45  -132.057 0.0359084
0  0  43  1.62622e-06   -2023.58  -130.043 -0.253737
0  0  44  1.62568e-06   -2013.83  -136.545 -0.832681
0  0  45  1.62564e-06    -2002.9  -123.767 -0.483947
0  0  46  1.62646e-06  -2004.74 -122.612  0.21206
0  0  47  1.62617e-06  -2007.71 -155.459 0.985231
0  0  48  1.6274e-06  -1999.16 -187.892 0.125637
0  0  49  1.62724e-06  -2002.01  -183.08 -1.77591
0  0  50  1.62785e-06  -1979.57 -196.919 0.750944
0  0  51  1.62786e-06  -1965.19  -190.62 0.479788
0  0  52  1.62749e-06   -1970.36  -191.616 -0.541331
0  0  53  1.62662e-06    -1958.9  -211.524 -0.107087
0  0  54  1.62547e-06   -1944.84  -233.066 0.0989408
0  0  55  1.62616e-06   -1915.07  -210.216 -0.404523
0  0  56  1.62671e-06  -1904.97 -205.057 0.908347
0  0  57  1.6268e-06   -1891.11  -205.412 -0.387142
0  0  58  1.62646e-06  -1874.48 -207.317 0.638441
0  0  59  1.62593e-06    -1837.9  -241.695 -0.273315
0  0  60  1.62694e-06   -1826.13  -249.894 -0.281407
0  0  61  1.62712e-06   -1829.2 -239.787 0.638549
0  0  62  1.62782e-06  -1799.72 -227.054 0.516196
0  0  63  1.62851e-06  -1753.47 -218.557 0.469702
0  0  64  1.62778e-06  -1719.39 -227.178 -0.21787
0  0  65  1.62773e-06  -1701.91 -211.874 0.738892
0  0  66  1.62711e-06   -1656.52  -196.518 -0.556142
0  0  67  1.62684e-06  -1625.26 -205.186  1.45677
0  0  68  1.62677e-06  -1585.94  -203.21 -1.27445
0  0  69  1.62748e-06  -1557.02 -185.487  0.41816
0  0  70  1.62705e-06  -1513.12 -180.175  1.43071
0  0  71  1.62741e-06    -1491.8  -196.338 -0.491674
0  0  72  1.62778e-06  -1460.05 -201.528 0.254116
0  0  73  1.62765e-06   -1412.08  -181.155 -0.622648
0  0  74  1.62798e-06  -1379.98  -175.39 0.407178
0  0  75  1.6278e-06  -1320.18  -191.48 0.407338
0  0  76  1.62827e-06  -1264.61 -197.128 -1.61972
0  0  77  1.62847e-06   -1242.57  -190.686 -0.808961
0  0  78  1.62792e-06   -1189.18  -167.129 -0.228059
0  0  79  1.62773e-06   -1140.31   -170.74 -0.662961
0  0  80  1.62854e-06  -1078.12 -169.681 0.377555
0  0  81  1.62781e-06   -1018.98  -177.026 -0.662872
0  0  82  1.62732e-06   -950.206  -166.674 -0.252793
0  0  83  1.62804e-06   -909.621  -150.693 -0.601457
0  0  84  1.62797e-06  -872.322 -142.021 0.375866
0  0  85  1.62816e-06   -773.592  -140.307 -0.271268
0  0  86  1.62883e-06  -705.134 -133.502  0.33237
0  0  87  1.62894e-06   -623.763  -126.431 -0.736654
0  0  88  1.62903e-06   -562.213  -132.489 0.0925244
0  0  89  1.62893e-06   -490.154  -126.793 0.0394259
