1.62545e-06   -164.663   140.602 -0.727534
1.62547e-06   -205.771   148.215 -0.377867
1.62616e-06   -221.09   163.47 0.905075
1.62627e-06   -237.615   152.284 -0.214625
1.62644e-06  -257.574  160.707 0.194981
1.62589e-06  -264.958  155.379 0.304295
1.62561e-06   -292.99  150.515 0.268037
1.62568e-06   -305.584   148.849 -0.277822
1.62606e-06    -328.41   160.931 0.0126387
1.62603e-06    -352.862     167.25 -0.0360379
1.62608e-06  -374.519  158.784 -0.30525
1.62601e-06  -393.824  163.999 0.437018
1.62601e-06  -412.022  161.309  0.37047
1.62588e-06   -433.238   160.528 0.0299229
1.62581e-06   -451.148   162.448 -0.422099
1.62538e-06   -462.754   171.149 -0.181238
1.62554e-06   -478.491   176.025 -0.230579
1.62524e-06  -503.506  174.169 0.152587
1.62576e-06  -532.226  145.573 0.122831
1.62569e-06  -541.885   116.14 -0.66031
1.62609e-06   -557.158   107.062 -0.684583
1.62622e-06   -583.19   107.13 0.263594
1.62627e-06  -605.055  98.6469 0.408921
1.62605e-06   -622.076    90.723 -0.698115
1.62652e-06  -629.384  86.6543 0.192111
1.62605e-06   -635.663   91.5291 -0.161325
1.62608e-06  -666.964  98.6472 0.417426
1.6263e-06  -679.506  107.116 0.168916
1.62633e-06    -688.725    109.327 -0.0466486
1.62578e-06   -695.849   102.798 -0.058412
1.62593e-06  -698.387  101.729 0.218512
1.62557e-06    -714.112    107.852 -0.0133699
1.62588e-06  -735.452  118.493 0.109132
1.62588e-06    -759.913    111.644 -0.0198817
1.62609e-06    -781.082    126.575 -0.0946047
1.62546e-06   -786.605   120.755 -0.168589
1.62505e-06  -794.456  96.6841 0.303473
1.6252e-06  -814.847  76.5889  0.50831
1.62574e-06  -830.998  63.2168 -0.57725
1.62599e-06    -839.49   53.1478 -0.178289
1.62584e-06  -853.971  46.7567 0.155304
1.62585e-06  -865.658  49.5059  0.26648
1.6261e-06  -891.291  40.3166 -0.49477
1.6258e-06   -896.126   49.2836 -0.423709
1.62628e-06  -914.413  54.9156 0.687923
1.62674e-06   -930.362   55.8025 -0.704245
1.62627e-06   -931.75   73.518 0.264718
1.62565e-06   -938.908   82.6782 -0.485375
1.626e-06  -946.803  90.4325 0.102676
1.62616e-06   -967.844   88.3868 -0.152237
1.62593e-06   -973.071   86.4622 0.0366377
1.62567e-06  -1002.09  94.1484 0.684262
1.62557e-06   -1002.23   93.4757 -0.863701
1.6253e-06   -1012.09   103.513 -0.311043
1.6256e-06  -1029.59  94.7265 0.148907
1.62455e-06   -1032.76   90.7946 -0.323862
